group,Matriline,AnimalID.text,DOB,MaternalID.text,Birth.Season,ExitAge2,First_born,Died,MomAllLossType,High_temperature,High_temperatureLog,Rainfall,RainfallLog,Group_size,Group_sizeLog,Maternal_kin_count,Maternal_kin_countLog,Matriline_rank,CompetingSib,Maternal_loss,Hurricane,female,CumulIndex,Cumulative_early_life_adversity,censored,time,timeYr
A,'062,'ZH,23428,'062,1964,4258,N,1,0,-1.805509357,-1.82352899,-0.836605251,-0.843729379,-0.553217124,-0.247983696,-1.306590592,-2.031949388,L,N,N,0None,M,3.182816187,-0.295834547,0,4259,11.66849315
A,'062,'P6,24163,'062,1966,1900,N,0,0,-2.033964125,-2.060065554,0.155035411,0.254499787,-0.51301315,-0.203497922,-1.306590592,-2.031949388,L,N,N,0None,M,2.976255881,-0.543491616,1,1901,5.208219178
A,'092,'JQ,22330,'092,1961,3821,N,0,0,-0.880431756,-0.876420279,0.329022251,0.425302427,-0.81454296,-0.575540172,-0.808541222,-0.795806263,L,N,N,0None,M,3.084075381,-0.414220596,1,3822,10.47123288
J,'092,'7E,24882,'092,1968,6180,N,0,1,-1.884788321,-1.905492443,0.997705113,1.033891839,-1.598520465,-2.610506869,0.187557518,0.440336861,L,N,Y,0None,M,3.475532535,0.055119973,1,6181,16.93424658
A,'106,'ZB,23422,'106,1964,4271,N,1,0,-1.748747505,-1.764923218,-0.869491294,-0.88445476,-0.553217124,-0.247983696,-0.808541222,-0.795806263,L,N,N,0None,M,3.150811292,-0.334207062,0,4272,11.70410959
A,'106,'2I,24523,'106,1967,1820,N,0,0,-1.971572982,-1.995361952,-1.978622261,-2.487548574,-0.070769429,0.213308271,1.183656258,1.163434235,L,N,N,0None,M,3.194546943,-0.281769866,1,1821,4.989041096
I,'116,'FI,23415,'116,1964,3005,N,1,0,-1.650235177,-1.663364956,-0.869491294,-0.88445476,-1.618622452,-2.728003015,-0.808541222,-0.795806263,L,N,N,0None,M,2.933795943,-0.594399285,0,3006,8.235616438
F,'076,'06O,36561,'19A,2000,7864,N,1,0,1.20474571,1.198054494,-0.362708948,-0.289835899,2.301265076,1.452352207,-0.808541222,-0.795806263,L,N,N,0None,M,4.35731685,1.112342068,0,7865,21.54794521
I,'116,'532,26698,'233,1973,4048,N,0,0,-0.123763305,-0.114174504,-0.312396114,-0.234360152,-1.417602579,-1.838245249,-1.306590592,-2.031949388,L,N,N,0None,M,3.272646775,-0.188131472,1,4049,11.09315068
Q,'116,'I41,31085,'233,1985,2545,N,0,0,-0.922182213,-0.918800731,-0.042280843,0.053730829,-1.819642326,-5.358159317,0.685606888,0.838286063,L,N,N,0None,M,2.761496834,-0.800978629,1,2546,6.975342466
Q,'116,'S93,32566,'233,1989,2165,N,0,0,-0.871518735,-0.867377172,0.037826183,0.136179307,-0.573319112,-0.270742573,1.681705628,1.438343098,L,N,N,Hugo,M,3.93860357,0.610322557,1,2166,5.934246575
L,'22,'594,27076,'259,1974,7278,Y,0,0,-1.152044303,-1.152742884,0.663504221,0.738649861,-1.317092643,-1.537623807,-0.310491852,-0.07270889,L,N,N,0None,M,3.805848845,0.451155256,1,7279,19.94246575
L,'22,'A61,28890,'259,1979,4740,N,0,1,-1.436791805,-1.443990322,3.208659039,2.65168222,-1.095970782,-1.035963805,-0.808541222,-0.795806263,L,N,Y,0None,M,3.41862469,-0.013110126,1,4741,12.9890411
M,'022,'599,27074,'293,1974,3826,N,1,0,-1.162364629,-1.163270765,0.663504221,0.738649861,-1.397500592,-1.772993698,0.187557518,0.440336861,L,N,N,0None,M,2.735555046,-0.832081736,0,3827,10.48493151
L,'062,'A63,28907,'294,1979,1622,N,1,1,-1.423656834,-1.430520093,2.832577631,2.409735722,-1.055766807,-0.960669446,0.187557518,0.440336861,L,N,Y,0None,M,3.393179399,-0.043617954,0,1623,4.446575342
M,'022,'600,27080,'306,1974,3653,Y,0,0,-1.165179275,-1.166142381,0.677558085,0.751410028,-1.397500592,-1.772993698,0.187557518,0.440336861,L,N,N,0None,M,3.732593223,0.363324864,1,3654,10.0109589
J,'092,'924,28525,'327,1978,2216,N,0,0,-1.121083274,-1.121171788,0.377929699,0.472318694,-0.834644947,-0.604044333,-0.310491852,-0.07270889,L,N,N,0None,M,2.968356531,-0.552962602,1,2217,6.073972603
I,'116,'A42,28896,'348,1979,4764,N,0,0,-1.481356908,-1.489718548,3.453477355,2.803324435,-0.774338985,-0.520140458,0.187557518,0.440336861,L,N,N,0None,M,2.340086633,-1.306231635,1,4765,13.05479452
L,'062,'D18,29644,'404,1981,3280,N,0,1,-0.457766979,-0.449283387,0.884430967,0.935694342,-0.633625074,-0.341216179,-0.808541222,-0.795806263,L,N,Y,0None,M,4.125297248,0.834160379,1,3281,8.989041096
L,'062,'G83,30356,'404,1983,3319,N,0,1,-0.105937264,-0.09634916,-0.305650259,-0.22696699,-0.392401226,-0.077599245,-1.306590592,-2.031949388,L,N,Y,0None,M,4.505183651,1.289628107,1,3320,9.095890411
J,'092,'935,28533,'447,1978,3543,N,1,1,-1.130934515,-1.131215093,0.367248762,0.462087102,-0.834644947,-0.604044333,-0.310491852,-0.07270889,L,N,Y,0None,M,3.967963466,0.64552383,0,3544,9.709589041
I,'116,'I86,31106,'501,1985,6195,N,0,0,-0.783795853,-0.778456559,-0.371141267,-0.299191869,1.51728757,1.14591722,1.183656258,1.163434235,L,Y,N,0None,M,3.544543747,0.137861496,1,6196,16.97534247
M,'022,'991,28903,'571,1979,1787,N,0,0,-1.46587641,-1.473829526,2.927581754,2.471929302,-1.236684693,-1.334830413,0.685606888,0.838286063,L,Y,N,0None,M,2.277502639,-1.381267196,1,1788,4.898630137
L,'22,'962,28536,'572,1978,3464,N,1,0,-1.107948303,-1.107783705,0.843393683,0.899655049,-0.975358858,-0.8207619,-0.808541222,-0.795806263,L,N,N,0None,M,2.91218247,-0.620312925,0,3465,9.493150685
L,'22,'O08,32181,'572,1988,7520,N,1,0,-0.171143035,-0.161581676,-0.117047401,-0.024422336,0.733310064,0.758164321,0.187557518,0.440336861,L,N,N,0None,M,3.561638819,0.158357765,0,7521,20.60547945
I,'116,'894,28531,'589,1978,3476,Y,1,1,-1.136094687,-1.136476632,0.37568108,0.470166352,-0.854746934,-0.63311297,-0.808541222,-0.795806263,L,N,Y,0None,M,5.010916378,1.895980254,0,3477,9.526027397
J,'092,'922,28522,'603,1978,2357,Y,1,0,-1.113577576,-1.113521039,0.425712837,0.517845982,-0.834644947,-0.604044333,-0.808541222,-0.795806263,L,N,N,0None,M,4.012051726,0.698383789,0,2358,6.460273973
L,'22,'C82,29633,'671,1981,3313,N,0,0,-0.454952351,-0.446450535,0.917317009,0.964395405,-0.593421099,-0.293859873,-0.310491852,-0.07270889,L,N,N,0None,M,3.079448626,-0.41976788,1,3314,9.079452055
L,'22,'N88,32181,'671,1988,1484,N,0,0,-0.171143035,-0.161581676,-0.117047401,-0.024422336,0.733310064,0.758164321,1.183656258,1.163434235,L,N,N,0None,M,3.461638819,0.038461995,1,1485,4.068493151
L,'22,'A62,28890,'672,1979,1546,Y,1,1,-1.436791805,-1.443990322,3.208659039,2.65168222,-1.095970782,-1.035963805,-0.808541222,-0.795806263,L,N,Y,0None,M,4.41862469,1.185847575,0,1547,4.238356164
F,'076,'E63,30006,'679,1982,2898,N,0,0,-0.699356718,-0.693005831,-0.514490682,-0.46088232,-0.573319112,-0.270742573,-0.808541222,-0.795806263,L,Y,N,0None,M,3.318575085,-0.133065371,1,2899,7.942465753
F,'076,'F80,30357,'679,1983,2573,N,0,0,-0.116257607,-0.106668366,-0.211489369,-0.124856518,-0.4326052,-0.118377373,-0.808541222,-0.795806263,L,N,N,0None,M,3.428213133,-0.001613988,1,2574,7.052054795
F,'076,'H99,30717,'679,1984,2969,N,0,0,-0.904356172,-0.900701539,-0.093155831,0.000679735,-0.673829048,-0.390151316,-0.808541222,-0.795806263,L,N,N,0None,M,3.180659463,-0.298420367,1,2970,8.136986301
F,'076,'I46,31096,'679,1985,2571,N,0,0,-0.88230818,-0.878324287,-0.038907915,0.057228914,-0.311993276,0.00070829,-0.310491852,-0.07270889,L,N,N,0None,M,3.207565595,-0.266161054,1,2572,7.046575342
F,'076,'K05,31467,'679,1986,2200,N,0,0,-0.041669696,-0.032134046,-0.044248384,0.051689189,-0.171279365,0.128433872,-0.310491852,-0.07270889,L,Y,N,0None,M,3.425359685,-0.005035152,1,2201,6.030136986
F,'076,'B55,29263,'693,1980,4397,Y,0,0,0.309690917,0.317564936,-1.383862726,-1.566966659,-0.492911162,-0.181750589,-0.808541222,-0.795806263,L,N,N,0None,M,4.703926383,1.527912236,1,4398,12.04931507
F,'076,'H97,30721,'693,1984,1951,N,1,0,-0.899196,-0.895463456,-0.109739391,-0.016731145,-0.653727061,-0.365479842,-0.808541222,-0.795806263,L,N,N,0None,M,3.18906442,-0.288343179,0,1952,5.347945205
F,'076,'J88,31449,'693,1986,6334,N,0,0,-0.096555142,-0.086969822,-0.153587448,-0.063050379,-0.372299238,-0.057627261,-0.310491852,-0.07270889,L,N,N,0None,M,3.386425775,-0.051715263,1,6335,17.35616438
J,'092,'A51,28909,'704,1979,1825,Y,0,0,-1.412867389,-1.41945783,2.855344891,2.424708216,-0.492911162,-0.181750589,-1.306590592,-2.031949388,L,N,N,0None,M,3.667892086,0.285750937,1,1826,5.002739726
F,'076,'B88,29265,'724,1980,4393,Y,0,1,0.296555928,0.304533679,-1.374025021,-1.553033693,-0.492911162,-0.181750589,-0.310491852,-0.07270889,L,N,Y,0None,M,5.649391122,2.661484465,1,4394,12.03835616
L,'22,'C81,29626,'731,1981,1872,Y,1,1,-0.458236098,-0.449755558,0.984213403,1.022292964,-0.633625074,-0.341216179,-0.310491852,-0.07270889,L,N,Y,0None,M,5.058571616,1.953116869,0,1873,5.131506849
L,'22,'F03,30005,'731,1982,2598,N,1,1,-0.691381918,-0.68494264,-0.514490682,-0.46088232,-0.593421099,-0.293859873,-0.808541222,-0.795806263,L,N,Y,0None,M,4.315829139,1.062600056,0,2599,7.120547945
I,'116,'I15,30733,'741,1984,4005,N,0,0,-0.876209788,-0.872136498,-0.380697894,-0.309815753,0.813718014,0.802989733,-0.310491852,-0.07270889,L,N,N,0None,M,3.518099466,0.106155923,1,4006,10.97534247
I,'116,'D55,29629,'798,1981,4030,Y,0,0,-0.468556424,-0.460144098,0.974094621,1.013576746,-0.271789302,0.03834928,-0.310491852,-0.07270889,L,Y,N,0None,M,4.139062546,0.850664389,1,4031,11.04383562
F,'076,'J86,31446,'838,1986,5798,N,1,0,-0.123294203,-0.113705344,-0.131101265,-0.039245235,-0.372299238,-0.057627261,-0.310491852,-0.07270889,L,Y,N,0None,M,3.376783582,-0.063275845,0,5799,15.88767123
L,'22,'D68,29625,'844,1981,4866,Y,1,0,-0.450261281,-0.441729431,0.950484129,0.993181735,-0.633625074,-0.341216179,-1.306590592,-2.031949388,L,N,N,0None,M,4.165948945,0.882900044,0,4867,13.33424658
L,'22,'I74,31092,'844,1985,2575,N,0,0,-0.885591927,-0.881656472,-0.040875456,0.055188651,-0.412503213,-0.097846714,-0.808541222,-0.795806263,L,N,N,0None,M,3.23464672,-0.23369193,1,2576,7.057534247
L,'22,'G62,30371,'845,1983,7672,N,0,0,-0.213362612,-0.203861621,0.004940141,0.102490535,-0.332095264,-0.018480457,0.187557518,0.440336861,L,N,N,0None,M,3.293268848,-0.163406478,1,7673,21.02191781
I,'116,'J43,31086,'869,1985,3740,N,1,0,-0.937662727,-0.934523494,-0.042280843,0.053730829,1.416777633,1.101565866,0.187557518,0.440336861,L,N,N,0None,M,3.533308382,0.12439077,0,3741,10.24931507
Q,'116,'I37,31084,'893,1985,6246,Y,0,0,-0.914207413,-0.910702965,-0.042280843,0.053730829,-1.819642326,-5.358159317,-0.310491852,-0.07270889,L,N,N,0None,M,3.863255392,0.519983278,1,6247,17.11506849
J,'092,'887,28543,'8K,1978,5117,N,0,0,-1.168463022,-1.169492791,1.023283146,1.055810396,-0.81454296,-0.575540172,0.187557518,0.440336861,L,Y,N,0None,M,2.804907382,-0.748931219,1,5118,14.02191781
J,'092,'A20,28888,'8K,1979,2791,N,1,1,-1.43960645,-1.446877255,3.203599648,2.64850114,-0.472809175,-0.160320746,0.685606888,0.838286063,L,N,Y,0None,M,3.408486475,-0.025265417,0,2792,7.649315068
J,'092,'B47,29274,'8K,1980,1818,N,1,1,0.253867268,0.262159904,-1.298415231,-1.447180674,-0.392401226,-0.077599245,0.187557518,0.440336861,L,Y,Y,0None,M,4.599904776,1.40319473,0,1819,4.983561644
I,'116,'G20,30352,'953,1983,4360,N,0,0,-0.095616921,-0.086031971,-0.322795974,-0.245778638,0.612698141,0.688250242,0.187557518,0.440336861,L,Y,N,0None,M,3.585540867,0.187015309,1,4361,11.94794521
L,'22,'O07,32175,'958,1988,1490,N,0,0,-0.194129248,-0.184596555,-0.061956253,0.033278157,0.713208077,0.746740775,0.685606888,0.838286063,L,N,N,0None,M,3.492888204,0.075928685,1,1491,4.084931507
L,'22,'H81,30725,'966,1984,3650,N,0,0,-0.875740686,-0.87166055,-0.300028713,-0.220814066,-0.311993276,0.00070829,-0.808541222,-0.795806263,L,N,N,0None,M,3.302512441,-0.152323801,1,3651,10.00273973
L,'22,'I76,31100,'966,1985,3303,N,0,0,-0.858852866,-0.854529109,-0.109739391,-0.016731145,-0.332095264,-0.018480457,-0.808541222,-0.795806263,L,Y,N,0None,M,3.270032736,-0.191265594,1,3304,9.052054795
Q,'116,'K52,31445,'A41,1986,2187,N,1,0,-0.133614529,-0.124027927,-0.126885106,-0.034793914,-1.116072769,-1.07511061,-0.310491852,-0.07270889,L,N,N,0None,M,3.207138789,-0.266672776,0,2188,5.994520548
Q,'116,'L02,31832,'A41,1987,2870,N,1,0,0.213055014,0.221616853,1.535124882,1.475999327,-0.754236998,-0.493205424,-0.310491852,-0.07270889,L,Y,N,0None,M,3.08780078,-0.409754,0,2871,7.865753425
L,'22,'I78,31095,'A94,1985,4451,N,1,0,-0.879962654,-0.875944292,-0.036097143,0.060142183,-0.372299238,-0.057627261,-0.310491852,-0.07270889,L,Y,N,0None,M,3.194101073,-0.282304446,0,4452,12.19726027
L,'062,'K13,31454,'A96,1986,2221,N,0,0,-0.059964856,-0.050406318,-0.129976956,-0.038057843,-0.151177378,0.145805887,-1.306590592,-2.031949388,L,Y,N,0None,M,3.540110874,0.13254667,1,2222,6.087671233
Q,'116,'K55,31447,'B11,1986,2564,N,1,0,-0.112504758,-0.102915697,-0.149090211,-0.058280598,-1.116072769,-1.07511061,0.187557518,0.440336861,L,N,N,0None,M,3.165492819,-0.316604532,0,2565,7.02739726
A,'093,'T1,24166,'BN,1966,2207,N,0,0,-2.051790166,-2.07856688,0.260720471,0.358919972,-0.51301315,-0.203497922,-0.808541222,-0.795806263,L,N,N,0None,M,2.904719513,-0.629260696,1,2208,6.049315068
A,'093,'4G,24512,'BP,1967,1722,N,0,1,-2.010977913,-2.036218151,-1.986211348,-2.500418553,-0.151177378,0.145805887,-0.310491852,-0.07270889,L,N,Y,0None,M,4.319103792,1.066526227,1,1723,4.720547945
A,'106,'N6,24149,'BY,1966,2222,N,0,0,-2.068208885,-2.095613312,0.203942859,0.303083454,-0.51301315,-0.203497922,-0.310491852,-0.07270889,L,N,N,0None,M,2.860557206,-0.682209434,1,2223,6.090410959
I,'116,'H94,30737,'C12,1984,1908,Y,1,0,-0.904825274,-0.90117775,-0.314363655,-0.236518478,0.833820001,0.813985426,-1.306590592,-2.031949388,L,N,N,0None,M,4.605243602,1.409595756,0,1909,5.230136986
F,'076,'O48,32186,'C39,1988,2539,N,0,0,-0.212893493,-0.203391645,-0.089220749,0.004802561,0.130250445,0.369617308,0.187557518,0.440336861,L,Y,N,0None,M,3.412661623,-0.020259592,1,2540,6.95890411
L,'22,'282,25600,'C7,1970,3851,N,1,1,-2.055543015,-2.082462721,2.349967932,2.081736912,-1.498010529,-2.132813411,-0.808541222,-0.795806263,L,N,Y,0None,M,3.335135462,-0.113210179,0,3852,10.55342466
L,'22,'T16,32562,'D12,1989,4474,N,1,0,-0.853692694,-0.849295607,0.090106559,0.189289226,0.833820001,0.813985426,-0.310491852,-0.07270889,L,N,N,Hugo,M,4.449140697,1.222434976,0,4475,12.26027397
L,'062,'K27,31446,'D15,1986,4162,N,1,0,-0.123294203,-0.113705344,-0.131101265,-0.039245235,-0.21148334,0.093060638,-1.306590592,-2.031949388,L,Y,N,0None,M,3.512819618,0.099825608,0,4163,11.40547945
Q,'116,'S53,32553,'D89,1989,1631,N,1,0,-0.858383764,-0.854053319,0.255098925,0.35341835,-0.593421099,-0.293859873,0.187557518,0.440336861,L,N,N,Hugo,M,4.050801295,0.744842882,0,1632,4.471232877
A,'22,'FT,23413,'DT,1964,1803,N,0,0,-1.618805046,-1.631004113,-0.886074853,-0.905113468,-0.553217124,-0.247983696,-0.808541222,-0.795806263,L,N,N,0None,M,3.18222804,-0.29653971,1,1804,4.942465753
L,'22,'568,26718,'DT,1973,6712,N,1,1,-0.173957681,-0.164399292,-0.308742109,-0.230354214,-1.296990655,-1.484239081,-0.310491852,-0.07270889,L,N,Y,0None,M,4.187996518,0.909334151,0,6713,18.39178082
A,'RB,'2G,24523,'DZ,1967,3759,N,1,0,-1.971572982,-1.995361952,-1.978622261,-2.487548574,-0.070769429,0.213308271,0.685606888,0.838286063,L,N,N,0None,M,3.244546943,-0.221821981,0,3760,10.30136986
Q,'116,'K29,31449,'F33,1986,3304,Y,0,0,-0.096555142,-0.086969822,-0.153587448,-0.063050379,-1.116072769,-1.07511061,-0.808541222,-0.795806263,L,N,N,0None,M,4.269759109,1.007364039,1,3305,9.054794521
L,'22,'K20,31453,'F38,1986,2227,Y,0,0,-0.062779484,-0.053217987,-0.153587448,-0.063050379,-0.151177378,0.145805887,-0.808541222,-0.795806263,L,N,N,0None,M,4.493423345,1.275527998,1,2228,6.104109589
F,'076,'L83,31829,'F75,1987,7761,Y,1,1,0.223844459,0.232338159,1.523600714,1.466903987,0.049842495,0.309076019,0.187557518,0.440336861,L,N,Y,0None,M,5.222279934,2.149396217,0,7762,21.26575342
F,'076,'L27,31818,'G43,1987,1861,Y,0,0,0.25058352,0.258898969,1.590778185,1.519699961,0.09004647,0.339658754,-0.310491852,-0.07270889,L,N,N,0None,M,4.275994582,1.014840107,1,1862,5.101369863
F,'076,'05I,35835,'G43,1998,4855,N,1,0,0.656829562,0.660800852,-0.026540515,0.070035071,2.140449177,1.394495726,0.685606888,0.838286063,L,Y,N,Georges,M,4.99445702,1.87624618,0,4856,13.30410959
L,'22,'L69,31826,'G81,1987,1839,Y,0,0,0.231819259,0.240261195,1.517979168,1.462461439,0.331270318,0.510872186,0.187557518,0.440336861,L,N,N,0None,M,4.288038016,1.029279677,1,1840,5.04109589
A,'031,'XL,23067,'HP,1963,2107,Y,0,0,-1.082616564,-1.081973411,-0.944820006,-0.978963808,-0.73413501,-0.466755732,-1.306590592,-2.031949388,L,N,N,0None,M,4.319710818,1.067254026,1,2108,5.775342466
A,'031,'X7,24159,'HP,1966,2415,N,1,1,-2.047099097,-2.073697475,0.148008479,0.247481818,-0.51301315,-0.203497922,-0.310491852,-0.07270889,L,N,Y,0None,M,3.874530007,0.533501064,0,2416,6.619178082
L,'22,'T22,32551,'J41,1989,2174,Y,0,0,-0.88230818,-0.878324287,0.223056114,0.321947129,0.773514039,0.780748123,-0.808541222,-0.795806263,L,N,N,Hugo,M,5.45716975,2.431019171,1,2175,5.95890411
V,'22,'14A,33655,'J41,1992,7379,N,1,0,-0.000388358,0.009072418,1.143022069,1.157203575,-1.075868795,-0.997833917,0.685606888,0.838286063,L,Y,N,0None,M,2.933979526,-0.594179178,0,7380,20.21917808
V,'22,'28E,34736,'J79,1995,3193,N,1,0,0.277791684,0.285912036,-0.317174428,-0.23960336,-1.276888668,-1.432727895,0.685606888,0.838286063,L,N,N,0None,M,3.19352297,-0.282997567,0,3194,8.750684932
F,'076,'18I,35839,'L80,1998,7284,N,1,1,0.67793935,0.681601473,0.035858642,0.134169885,2.160551164,1.401853727,-0.310491852,-0.07270889,L,Y,Y,Georges,M,6.093221819,3.193618697,0,7285,19.95890411
J,'092,'Z2,24509,'LA,1967,5017,N,1,0,-2.003003113,-2.027947089,-1.960633315,-2.457168976,-1.598520465,-2.610506869,0.187557518,0.440336861,L,N,N,0None,M,2.942277128,-0.584230704,0,5018,13.74794521
J,'092,'418,25965,'LA,1971,4740,N,0,0,-0.723750253,-0.717677394,-0.923177055,-0.951633247,-1.538214503,-2.305709271,-0.808541222,-0.795806263,L,N,N,0None,M,3.165060465,-0.317122906,1,4741,12.9890411
F,'076,'550,26719,'N2,1973,1650,N,1,0,-0.171143035,-0.161581676,-0.307898877,-0.229430206,-0.714033023,-0.440774201,0.187557518,0.440336861,L,N,N,0None,M,3.269107349,-0.192375093,0,1651,4.523287671
F,'076,'983,28914,'N2,1979,6942,N,1,0,-1.404892589,-1.411282872,2.877549997,2.439269486,-0.834644947,-0.604044333,0.187557518,0.440336861,L,N,N,0None,M,2.439375046,-1.187189027,0,6943,19.02191781
A,'090,'GD,23410,'R,1964,1764,Y,0,0,-1.610830247,-1.622796318,-0.902377336,-0.925502585,-0.573319112,-0.270742573,-0.808541222,-0.795806263,L,N,N,0None,M,4.182197831,0.902381771,1,1765,4.835616438
V,'22,'07I,35846,'T03,1998,3937,N,1,0,0.586463619,0.591406184,-0.019513583,0.077297229,-1.33719463,-1.593023521,0.685606888,0.838286063,L,Y,N,Georges,M,4.198490458,0.921915942,0,3938,10.7890411
J,'092,'K7,24163,'TN,1966,6562,Y,1,0,-2.033964125,-2.060065554,0.155035411,0.254499787,-1.658826427,-2.995636143,-0.808541222,-0.795806263,L,N,N,0None,M,3.669499124,0.287677709,0,6563,17.98082192
J,'092,'448,25978,'TN,1971,2428,N,1,0,-0.713899012,-0.707712484,-0.99513284,-1.043060849,-1.518112516,-2.216717286,-1.306590592,-2.031949388,L,N,N,0None,M,3.233724013,-0.234798217,0,2429,6.654794521
J,'092,'626,27087,'TN,1974,9662,N,1,1,-1.159550001,-1.160399323,0.68008778,0.753703527,-1.437704567,-1.906532826,-0.310491852,-0.07270889,L,N,Y,0None,M,3.774404143,0.413454388,0,9663,26.4739726
A,'037,'V9,24163,'TW,1966,1687,Y,1,0,-2.033964125,-2.060065554,0.155035411,0.254499787,-0.51301315,-0.203497922,-1.306590592,-2.031949388,L,N,N,0None,M,3.976255881,0.655466084,0,1688,4.624657534
A,'064,'8H,24883,'WG,1968,1804,Y,0,1,-1.881973675,-1.902580309,0.987024176,1.024711537,0.069944483,0.324447031,-0.310491852,-0.07270889,L,N,Y,0None,M,4.901806355,1.765161952,1,1805,4.945205479
F,'076,'538,26713,'WX,1973,4021,N,0,0,-0.152847893,-0.143270889,-0.341347074,-0.266209398,-0.73413501,-0.466755732,-0.808541222,-0.795806263,L,N,N,0None,M,3.374209131,-0.066362502,1,4022,11.01917808
F,'076,'60H,35469,'X20,1997,3706,N,1,0,1.196301791,1.189816259,-1.318652795,-1.475301932,2.080143215,1.372197806,-0.310491852,-0.07270889,L,Y,N,0None,M,4.415150507,1.181682176,0,3707,10.15616438
I,'116,'232,25254,'XC,1969,1806,N,1,0,-0.618670449,-0.611482016,0.393388949,0.487091905,-1.498010529,-2.132813411,0.187557518,0.440336861,L,N,N,0None,M,2.877921895,-0.661389906,0,1807,4.950684932
I,'116,'527,26711,'XC,1973,1602,N,1,1,-0.144403974,-0.134821892,-0.34696862,-0.272416467,-1.437704567,-1.906532826,-0.310491852,-0.07270889,L,N,Y,0None,M,4.169349941,0.886977694,0,1603,4.391780822
L,'062,'628,27063,'XN,1974,6604,N,0,0,-1.175030499,-1.176194232,0.709600895,0.780386311,-1.33719463,-1.593023521,-0.310491852,-0.07270889,L,N,N,0None,M,2.788596571,-0.768487191,1,6605,18.09589041
L,'062,'717,27818,'XN,1976,6916,N,1,0,-0.875740686,-0.87166055,-0.683137053,-0.657796433,-1.03566482,-0.924422711,0.685606888,0.838286063,L,N,N,0None,M,3.054170104,-0.450075759,0,6917,18.95068493
L,'062,'959,28527,'XN,1978,2106,N,1,1,-1.136563789,-1.136954975,0.37568108,0.470166352,-1.015562833,-0.889049477,0.685606888,0.838286063,L,N,Y,0None,M,3.824776898,0.473849191,0,2107,5.77260274
L,'062,'A60,28900,'XN,1979,4025,N,0,1,-1.491677251,-1.5003139,3.477931078,2.818230423,-1.055766807,-0.960669446,0.685606888,0.838286063,L,N,Y,0None,M,3.220674179,-0.250444415,1,4026,11.03013699
A,'020,'OB,23462,'020,1964,1712,N,0,0,-1.858049259,-1.877833731,-0.86780483,-0.882358478,-0.492911162,-0.181750589,-0.808541222,-0.795806263,L,N,N,0None,M,3.139941252,-0.34723978,1,1713,4.693150685
F,'022,'WV,23462,'022,1964,2717,N,0,0,-1.858049259,-1.877833731,-0.86780483,-0.882358478,-1.558316491,-2.400446539,-0.808541222,-0.795806263,L,Y,N,0None,M,2.901202514,-0.633477429,1,2718,7.446575342
A,'031,'HM,21995,'031,1960,2290,N,0,0,-0.230250432,-0.220783079,0.012529228,0.110284319,-1.03566482,-0.924422711,-1.306590592,-2.031949388,L,Y,N,0None,M,3.28062296,-0.178568364,1,2291,6.276712329
A,'031,'UD,22734,'031,1962,6717,N,1,0,-2.039124297,-2.065420536,-0.859091434,-0.871541173,-0.73413501,-0.466755732,-1.306590592,-2.031949388,L,Y,N,0None,M,3.094506024,-0.401714697,0,6718,18.40547945
A,'037,'JZ,22355,'037,1961,1928,N,0,0,-0.761747861,-0.756131077,0.543765297,0.628640393,-0.81454296,-0.575540172,-1.306590592,-2.031949388,L,N,N,0None,M,3.124474078,-0.365784267,1,1929,5.284931507
A,'062,'2P,24534,'062,1967,1522,N,0,0,-1.929822525,-1.952108327,-1.951076687,-2.44110193,-0.070769429,0.213308271,-0.808541222,-0.795806263,L,N,N,0None,M,3.399164862,-0.036441636,1,1523,4.17260274
A,'062,'257,25263,'062,1969,8416,N,0,0,-0.569414277,-0.561776394,0.188483608,0.287775702,0.250862369,0.455990348,-0.808541222,-0.795806263,L,N,N,0None,M,3.414809491,-0.017684388,1,8417,23.06027397
F,'076,'NT,22731,'076,1962,2320,N,1,0,-2.012854337,-2.038164473,-0.901534104,-0.924446007,-1.578418478,-2.50172243,-1.306590592,-2.031949388,L,Y,N,0None,M,2.918180022,-0.613122115,0,2321,6.35890411
F,'076,'YA,23078,'076,1963,2250,N,0,0,-1.047902703,-1.046624244,-0.925987828,-0.95517454,-1.558316491,-2.400446539,-0.808541222,-0.795806263,L,Y,N,0None,M,3.089543897,-0.407664078,1,2251,6.167123288
F,'076,'N7,24183,'076,1966,2157,N,0,0,-2.085565807,-2.113639806,0.185672836,0.284987611,-1.417602579,-1.838245249,-0.310491852,-0.07270889,L,N,N,0None,M,2.65707055,-0.926181327,1,2158,5.912328767
F,'076,'512,26361,'076,1972,4336,N,0,1,-0.204449591,-0.194933035,-1.119650077,-1.205185436,-0.81454296,-0.575540172,1.681705628,1.438343098,L,N,Y,0None,M,4.224465235,0.953058601,1,4337,11.88219178
I,'116,'3H,24558,'116,1967,1710,N,1,0,-1.952339636,-1.975431731,-2.026967554,-2.570086972,-1.558316491,-2.400446539,0.187557518,0.440336861,L,N,N,0None,M,2.973508406,-0.546785722,0,1711,4.687671233
F,'076,'439,26007,'1A,1971,8726,Y,1,0,-0.776290155,-0.770855336,-0.815243377,-0.817445655,-0.915052896,-0.723941,-0.808541222,-0.795806263,L,N,N,0None,M,4.275134244,1.013808599,0,8727,23.90958904
