group,Matriline,AnimalID.text,DOB,MaternalID.text,Birth.Season,ExitAge2,First_born,Died,MomAllLossType,High_temperature,High_temperatureLog,Rainfall,RainfallLog,Group_size,Group_sizeLog,Maternal_kin_count,Maternal_kin_countLog,Matriline_rank,CompetingSib,Maternal_loss,Hurricane,female,CumulIndex,Cumulative_early_life_adversity,censored,time,timeYr
F,'065,'27B,34005,'B75,1993,4024,N,0,0,0.655422239,0.659413849,-1.059218461,-1.125868593,0.833820001,0.813985426,0.187557518,0.440336861,H,N,N,0None,M,2.923381799,-0.606885404,1,4025,11.02739726
F,'065,'59B,34385,'B75,1994,3589,N,1,0,0.969254346,0.967815775,-1.806602963,-2.204083411,1.356471672,1.074297251,0.187557518,0.440336861,H,N,N,0None,M,3.23420593,-0.234220418,0,3590,9.835616438
I,'091,'H37,30718,'B85,1984,2194,Y,0,0,-0.909516343,-0.905940143,-0.091750445,0.002152549,0.733310064,0.758164321,-0.310491852,-0.07270889,H,N,N,0None,M,3.444602771,0.018036494,1,2195,6.01369863
I,'091,'I99,31097,'B85,1985,1812,N,0,0,-0.88230818,-0.878324287,-0.075447963,0.019206688,1.51728757,1.14591722,0.187557518,0.440336861,H,N,N,0None,M,2.573562502,-1.026303944,1,1813,4.967123288
I,'091,'I57,31092,'C97,1985,1820,Y,0,0,-0.885591927,-0.881656472,-0.040875456,0.055188651,1.51728757,1.14591722,0.685606888,0.838286063,H,N,N,0None,M,3.517079152,0.10493261,1,1821,4.989041096
Q,'091,'K44,31448,'D59,1986,2952,Y,0,0,-0.101715313,-0.092128256,-0.168484544,-0.078881696,-1.116072769,-1.07511061,0.685606888,0.838286063,H,N,N,0None,M,3.121102838,-0.369826241,1,2953,8.090410959
F,'065,'S17,32545,'F25,1989,2208,N,0,0,-0.887937453,-0.884036725,0.164592039,0.264029005,0.230760381,0.441943177,0.187557518,0.440336861,H,N,N,Hugo,M,3.244045988,-0.222422605,1,2209,6.052054795
L,'RB,'K14,31456,'F29,1986,6587,Y,0,0,-0.062779484,-0.053217987,-0.050713161,0.044975276,-0.151177378,0.145805887,-1.306590592,-2.031949388,H,N,N,0None,M,3.526286107,0.115971358,1,6588,18.04931507
L,'RB,'K54,31468,'F30,1986,2199,Y,0,0,-0.038855068,-0.0293235,-0.044248384,0.051689189,-0.030565454,0.245930018,-1.306590592,-2.031949388,H,N,N,0None,M,3.557511882,0.153409743,1,2200,6.02739726
L,'RB,'L67,31824,'G35,1987,1843,Y,0,0,0.247299773,0.255637832,1.50223884,1.450002013,0.331270318,0.510872186,-1.306590592,-2.031949388,H,N,N,0None,M,3.444073785,0.017402262,1,1844,5.052054795
L,'RB,'N95,32180,'G35,1988,1493,N,0,0,-0.176303207,-0.166747409,-0.111425855,-0.018505023,0.733310064,0.758164321,-0.808541222,-0.795806263,H,N,N,0None,M,2.659564465,-0.923191228,1,1494,4.093150685
L,'RB,'284,25609,'G4,1970,5091,N,1,0,-2.078529228,-2.106331037,2.39887538,2.115937094,-1.477908541,-2.053447154,-0.310491852,-0.07270889,H,N,N,0None,M,1.276423963,-2.581518184,0,5092,13.95068493
L,'RB,'708,27808,'G4,1976,7630,N,1,1,-0.922651315,-0.919277105,-0.613710964,-0.575825769,-1.075868795,-0.997833917,0.187557518,0.440336861,H,N,Y,0None,M,3.073251329,-0.427198177,0,7631,20.90684932
Q,'091,'S91,32563,'H03,1989,1790,N,0,0,-0.856038221,-0.851674401,0.103036114,0.202340449,-0.573319112,-0.270742573,0.187557518,0.440336861,H,Y,N,Hugo,M,3.081154298,-0.417722851,1,1791,4.906849315
Q,'091,'R93,32553,'H54,1989,2159,N,0,0,-0.858383764,-0.854053319,0.255098925,0.35341835,-0.593421099,-0.293859873,0.187557518,0.440336861,H,N,N,Hugo,M,3.050801295,-0.454114818,1,2160,5.917808219
F,'065,'O81,32179,'H71,1988,4910,Y,1,0,-0.173488579,-0.163929685,-0.125479719,-0.033310989,0.069944483,0.324447031,-0.310491852,-0.07270889,H,N,N,0None,M,3.463877636,0.041146241,0,4911,13.45479452
F,'065,'T90,32913,'H71,1990,1806,N,0,0,-0.389746579,-0.380865122,-0.077415504,0.017151404,0.69310609,0.735227633,0.187557518,0.440336861,H,N,N,0None,M,2.497822522,-1.117112976,1,1807,4.950684932
L,'RB,'O04,32178,'H82,1988,1487,Y,0,0,-0.173488579,-0.163929685,-0.125479719,-0.033310989,0.733310064,0.758164321,-0.310491852,-0.07270889,H,N,N,0None,M,3.612526284,0.219369683,1,1488,4.076712329
F,'065,'66F,35097,'I12,1996,5151,N,1,0,-0.634620049,-0.627587192,-0.201089509,-0.113700991,1.336369684,1.065093972,1.183656258,1.163434235,H,N,N,0None,M,2.508570676,-1.104226394,0,5152,14.11506849
F,'065,'T89,32929,'I68,1990,1802,N,0,0,-0.353625396,-0.344568688,0.128895224,0.228344741,0.813718014,0.802989733,-0.808541222,-0.795806263,H,N,N,0None,M,2.598446668,-0.996468881,1,1803,4.939726027
Q,'091,'R86,32567,'I89,1989,1792,Y,0,0,-0.876678907,-0.872612468,0.044290961,0.142776217,-0.573319112,-0.270742573,-0.310491852,-0.07270889,H,N,N,Hugo,M,4.136388748,0.847458618,1,1793,4.912328767
F,'065,'17A,33653,'J95,1992,3677,N,0,0,-0.013054228,-0.003567057,1.096644317,1.118166503,2.140449177,1.394495726,-0.310491852,-0.07270889,H,N,N,0None,M,2.759633044,-0.803213235,1,3678,10.07671233
F,'065,'T30,32923,'J97,1990,4397,Y,0,0,-0.36347662,-0.354465232,-0.015297423,0.081649646,0.713208077,0.746740775,-0.310491852,-0.07270889,H,N,N,0None,M,3.547772036,0.141732079,1,4398,12.04931507
F,'065,'X98,33652,'K07,1992,3649,N,0,0,-0.007894056,0.001582727,1.078093216,1.102468998,2.140449177,1.394495726,0.685606888,0.838286063,H,Y,N,0None,M,2.663861258,-0.918039555,1,3650,10
A,'EU,'4E,24507,'LH,1967,2063,N,0,0,-1.985177072,-2.0094635,-1.957822542,-2.452438203,-0.21148334,0.093060638,-0.808541222,-0.795806263,H,N,N,0None,M,2.356550608,-1.286492026,1,2064,5.654794521
F,'065,'86D,34740,'N12,1995,4674,N,1,0,0.248237977,0.256569596,-0.262364357,-0.179776769,1.135349811,0.969741096,0.187557518,0.440336861,H,N,N,0None,M,2.768415996,-0.792682847,0,4675,12.80821918
F,'065,'60E,35104,'N12,1996,7942,N,1,0,-0.651976988,-0.645119022,-0.228072928,-0.142694865,1.376573659,1.083443189,-0.310491852,-0.07270889,H,N,N,0None,M,2.668247242,-0.912780945,0,7943,21.76164384
M,'073,'598,27075,'OT,1974,3412,N,1,0,-1.157204458,-1.158006553,0.663504221,0.738649861,-1.397500592,-1.772993698,-1.306590592,-2.031949388,H,N,N,0None,M,1.886692938,-1.849831497,0,3413,9.350684932
L,'RB,'279,25616,'TV,1970,5126,N,0,0,-2.10479917,-2.133622325,2.399156457,2.116132996,-1.477908541,-2.053447154,0.187557518,0.440336861,H,N,N,0None,M,1.220584238,-2.648467651,1,5127,14.04657534
L,'RB,'570,26715,'TV,1973,4024,N,0,0,-0.158008064,-0.14843483,-0.332071524,-0.255983954,-1.296990655,-1.484239081,0.685606888,0.838286063,H,N,N,0None,M,2.095399952,-1.599600615,1,4025,11.02739726
L,'RB,'669,27450,'TV,1975,6908,N,0,1,-1.660555521,-1.673995236,0.050755739,0.149364744,-1.095970782,-1.035963805,1.681705628,1.438343098,H,N,Y,0None,M,2.645338592,-0.940247448,1,6909,18.92876712
A,'119,'X2,24149,'UG,1966,2093,Y,0,0,-2.068208885,-2.095613312,0.203942859,0.303083454,-0.51301315,-0.203497922,-1.306590592,-2.031949388,H,N,N,0None,M,2.960557206,-0.562313664,1,2094,5.736986301
A,'EU,'L6,24159,'UV,1966,2419,Y,0,0,-2.047099097,-2.073697475,0.148008479,0.247481818,-0.51301315,-0.203497922,-1.306590592,-2.031949388,H,N,N,0None,M,2.974530007,-0.545560866,1,2420,6.630136986
F,'065,'88C,34382,'V37,1994,3672,Y,0,0,0.980043791,0.978386549,-1.882212753,-2.326773808,1.336369684,1.065093972,-0.310491852,-0.07270889,H,N,N,0None,M,4.294676056,1.037238405,1,3673,10.0630137
I,'091,'455,25988,'WE,1971,4719,N,0,0,-0.716713657,-0.710559414,-1.106720522,-1.188112984,-1.417602579,-1.838245249,-0.310491852,-0.07270889,H,N,N,0None,M,2.174214618,-1.505105164,1,4720,12.93150685
I,'091,'531,26714,'WE,1973,4089,N,0,0,-0.152847893,-0.143270889,-0.33769307,-0.262178785,-1.417602579,-1.838245249,-0.808541222,-0.795806263,H,N,N,0None,M,2.220447278,-1.44967416,1,4090,11.20547945
J,'031,'491,26347,'WF,1972,7675,N,1,0,-0.350341649,-0.341270247,-0.817491996,-0.820206096,-1.477908541,-2.053447154,0.187557518,0.440336861,H,N,N,0None,M,2.143310497,-1.542157898,0,7676,21.03013699
J,'031,'817,28183,'WF,1977,2552,N,0,0,-1.190511013,-1.191993888,-0.539506561,-0.489623018,-0.935154883,-0.75551035,1.681705628,1.438343098,H,N,N,0None,M,1.883354644,-1.85383397,1,2553,6.994520548
J,'031,'889,28544,'WF,1978,2138,N,1,0,-1.178783348,-1.180024014,1.028342537,1.060134979,-0.81454296,-0.575540172,2.179754998,1.676479986,H,Y,N,0None,M,1.601788786,-2.191419524,0,2139,5.860273973
I,'091,'254,25254,'YI,1969,5443,N,0,1,-0.618670449,-0.611482016,0.393388949,0.487091905,-1.498010529,-2.132813411,0.187557518,0.440336861,H,N,Y,0None,M,2.877921895,-0.661389906,1,5444,14.91506849
I,'091,'339,25627,'YI,1970,8053,N,0,1,-2.099638999,-2.128260418,2.5335114,2.208936882,-1.477908541,-2.053447154,0.187557518,0.440336861,H,N,Y,0None,M,2.19934071,-1.474980043,1,8054,22.06575342
J,'031,'492,26380,'031,1972,2942,N,1,1,-0.055273786,-0.045720514,-1.373743943,-1.552636158,-1.437704567,-1.906532826,1.183656258,1.163434235,H,N,Y,0None,M,3.210049056,-0.263183488,0,2943,8.063013699
F,'065,'7P,24924,'065,1968,3106,N,1,0,-1.741710908,-1.757662569,1.200361836,1.20506474,-1.256786681,-1.382963191,-0.808541222,-0.795806263,H,N,N,0None,M,1.649900323,-2.133735825,0,3107,8.512328767
A,'081,'LG,22346,'081,1961,4032,N,0,0,-0.833052025,-0.828366806,0.33323841,0.42937239,-0.81454296,-0.575540172,-0.808541222,-0.795806263,H,N,N,0None,M,2.09382095,-1.601493772,1,4033,11.04931507
A,'081,'K3,23810,'081,1965,10149,N,1,0,-2.012385235,-2.03767789,-0.2061489,-0.119125006,-0.533115137,-0.225572296,-0.808541222,-0.795806263,H,N,N,0None,M,1.98667746,-1.729954284,0,10150,27.80821918
A,'081,'5Y,24542,'081,1967,1700,N,0,0,-1.96312908,-1.986611179,-2.010383995,-2.541626071,-0.070769429,0.213308271,-0.310491852,-0.07270889,H,N,N,0None,M,2.351699951,-1.292307758,1,1701,4.660273973
I,'091,'631,27472,'234,1975,3220,N,0,0,-1.604262753,-1.616037904,0.0920741,0.191277402,-1.216582706,-1.288225922,-1.306590592,-2.031949388,H,N,N,0None,M,1.923841943,-1.805291411,1,3221,8.824657534
L,'RB,'719,27841,'278,1976,2864,N,0,0,-0.919836686,-0.916418909,-0.852626656,-0.86352999,-1.03566482,-0.924422711,0.685606888,0.838286063,H,N,N,0None,M,2.072680601,-1.626840155,1,2865,7.849315068
L,'RB,'864,28202,'278,1977,6185,N,0,0,-1.226632197,-1.228878142,-0.371422344,-0.299504026,-0.995460845,-0.854508632,0.685606888,0.838286063,H,N,N,0None,M,1.9338757,-1.79326136,1,6186,16.94794521
L,'RB,'973,28574,'278,1978,2532,N,1,0,-1.302627413,-1.306563063,0.83749106,0.894450645,-0.935154883,-0.75551035,0.685606888,0.838286063,H,N,N,0None,M,1.729245209,-2.038604664,0,2533,6.939726027
L,'RB,'591,27103,'280,1974,3636,Y,0,0,-1.124836123,-1.124997578,0.640174806,0.717398398,-1.256786681,-1.382963191,-0.310491852,-0.07270889,H,N,N,0None,M,2.829248468,-0.719747286,1,3637,9.964383562
I,'091,'B09,29297,'317,1980,7998,N,0,1,0.25058352,0.258898969,-1.302912467,-1.453416674,-0.51301315,-0.203497922,1.183656258,1.163434235,H,Y,Y,0None,M,3.472902805,0.051967037,1,7999,21.91506849
J,'031,'825,28211,'375,1977,3224,N,1,0,-1.234606997,-1.237024887,-0.494253118,-0.43774744,-0.81454296,-0.575540172,0.187557518,0.440336861,H,Y,N,0None,M,2.043119358,-1.662282836,0,3225,8.835616438
J,'031,'925,28559,'375,1978,2175,N,0,0,-1.244458238,-1.247090269,0.765535275,0.830582838,-0.774338985,-0.520140458,1.183656258,1.163434235,H,Y,N,0None,M,1.74009509,-2.025596115,1,2176,5.961643836
I,'091,'440,26005,'3R,1971,2781,Y,1,0,-0.758464114,-0.75280681,-0.931609374,-0.962264392,-1.437704567,-1.906532826,-0.808541222,-0.795806263,H,N,N,0None,M,3.181332772,-0.297613099,0,2782,7.621917808
I,'091,'675,27473,'3R,1975,1593,N,1,1,-1.598633479,-1.610245674,0.0920741,0.191277402,-1.216582706,-1.288225922,-0.808541222,-0.795806263,H,N,Y,0None,M,2.875083279,-0.664793286,0,1594,4.367123288
I,'091,'778,27847,'3R,1976,2843,N,0,1,-0.921713111,-0.918324362,-0.672456117,-0.645100897,-1.095970782,-1.035963805,-0.808541222,-0.795806263,H,N,Y,0None,M,3.178739731,-0.300722045,1,2844,7.791780822
J,'031,'821,28202,'416,1977,1791,N,1,0,-1.226632197,-1.228878142,-0.371422344,-0.299504026,-0.834644947,-0.604044333,0.187557518,0.440336861,H,N,N,0None,M,2.019911736,-1.690107793,0,1792,4.909589041
J,'031,'969,28567,'416,1978,2368,N,1,0,-1.213966328,-1.215941767,0.83439921,0.891722442,-0.73413501,-0.466755732,0.685606888,0.838286063,H,Y,N,0None,M,1.794356357,-1.960539151,0,2369,6.490410959
J,'031,'B95,29287,'417,1980,1473,N,0,1,0.231819259,0.240261195,-1.26018872,-1.394475355,-0.372299238,-0.057627261,1.681705628,1.438343098,H,N,Y,0None,M,3.443179441,0.016329982,1,1474,4.038356164
J,'031,'680,27470,'420,1975,2725,Y,1,0,-1.622557912,-1.634867066,0.0982578,0.197520997,-1.216582706,-1.288225922,1.183656258,1.163434235,H,N,N,0None,M,2.668777489,-0.912145202,0,2726,7.468493151
J,'031,'755,27841,'420,1976,6454,N,1,0,-0.919836686,-0.916418909,-0.852626656,-0.86352999,-1.03566482,-0.924422711,1.183656258,1.163434235,H,Y,N,0None,M,2.022680601,-1.68678804,0,6455,17.68493151
L,'RB,'A92,29284,'432,1980,6905,N,1,0,0.205549316,0.214157272,-1.304880008,-1.456147284,-0.874848921,-0.662768891,0.685606888,0.838286063,H,N,N,0None,M,2.432218793,-1.195769072,0,6906,18.92054795
I,'091,'A46,28929,'441,1979,1761,N,0,1,-1.324206303,-1.32864261,2.930111449,2.47357519,-0.714033023,-0.440774201,-0.808541222,-0.795806263,H,N,Y,0None,M,2.575438653,-1.024054519,1,1762,4.82739726
I,'091,'C14,29299,'441,1980,1471,N,1,1,0.279668108,0.287774496,-1.267777807,-1.404896371,-0.492911162,-0.181750589,-0.808541222,-0.795806263,H,N,Y,0None,M,3.677967999,0.297831531,0,1472,4.032876712
I,'091,'632,27483,'443,1975,8667,N,1,0,-1.540933406,-1.550911923,0.076895926,0.17592026,-1.216582706,-1.288225922,-0.808541222,-0.795806263,H,N,N,0None,M,1.890335424,-1.845464311,0,8668,23.74794521
I,'091,'954,28570,'443,1978,5088,N,0,0,-1.25290214,-1.255719247,0.811350873,0.871339562,-0.73413501,-0.466755732,-1.306590592,-2.031949388,H,N,N,0None,M,1.989609939,-1.726438366,1,5089,13.94246575
L,'RB,'718,27827,'480,1976,2151,Y,1,0,-0.909516343,-0.905940143,-0.747222674,-0.73462952,-1.03566482,-0.924422711,0.685606888,0.838286063,H,N,N,0None,M,3.05739774,-0.446205959,0,2152,5.895890411
L,'RB,'841,28212,'480,1977,2736,N,1,0,-1.203176883,-1.204924392,-0.540068715,-0.490270711,-0.995460845,-0.854508632,0.685606888,0.838286063,H,N,N,0None,M,1.967141769,-1.753376751,0,2737,7.498630137
L,'RB,'963,28575,'480,1978,2107,N,0,0,-1.305442059,-1.309442487,0.836085674,0.893210731,-0.935154883,-0.75551035,0.187557518,0.440336861,H,Y,N,0None,M,1.778858655,-1.979120241,1,2108,5.775342466
L,'RB,'A59,28921,'480,1979,4767,N,0,0,-1.343439667,-1.348330001,2.922522363,2.468635959,-0.995460845,-0.854508632,0.187557518,0.440336861,H,N,N,0None,M,1.409398578,-2.422087245,1,4768,13.0630137
L,'RB,'A84,29292,'480,1980,4338,N,0,0,0.226659087,0.235134654,-1.280145207,-1.421923777,-0.834644947,-0.604044333,0.685606888,0.838286063,H,N,N,0None,M,2.441762382,-1.184326712,1,4339,11.88767123
L,'RB,'F05,30017,'480,1982,3622,N,0,0,-0.557686629,-0.549948632,-0.574922299,-0.530586494,-0.573319112,-0.270742573,1.183656258,1.163434235,H,N,N,0None,M,2.159882342,-1.522288958,1,3623,9.926027397
L,'RB,'G34,30393,'480,1983,2517,N,0,0,-0.343774154,-0.334673983,-0.043405152,0.052564276,-0.271789302,0.03834928,0.685606888,0.838286063,H,N,N,0None,M,2.236078299,-1.430933227,1,2518,6.898630137
I,'091,'742,27832,'498,1976,7455,Y,1,0,-0.893566727,-0.889749781,-0.783481644,-0.778610615,-1.176378731,-1.199233937,-0.310491852,-0.07270889,H,N,N,0None,M,3.135423503,-0.352656369,0,7456,20.42739726
I,'091,'807,28190,'498,1977,2872,N,0,0,-1.148760556,-1.149393538,-0.538101174,-0.488004141,-0.894950909,-0.693036318,0.187557518,0.440336861,H,Y,N,0None,M,2.051336116,-1.652431291,1,2873,7.871232877
F,'065,'982,28923,'510,1979,2576,N,1,0,-1.340625022,-1.345448454,2.922522363,2.468635959,-0.794440972,-0.54757898,-0.808541222,-0.795806263,H,Y,N,0None,M,1.555064293,-2.247440215,0,2577,7.060273973
I,'091,'801,28187,'528,1977,2616,Y,0,0,-1.177376042,-1.178587826,-0.533603938,-0.482827129,-0.894950909,-0.693036318,-0.808541222,-0.795806263,H,N,N,0None,M,3.144276819,-0.342041618,1,2617,7.169863014
I,'091,'C18,29291,'528,1980,7094,N,1,0,0.226659087,0.235134654,-1.273118275,-1.412242255,-0.533115137,-0.225572296,-0.310491852,-0.07270889,H,N,N,0None,M,2.608159373,-0.984823759,0,7095,19.43835616
I,'091,'I92,31108,'530,1985,1810,N,0,0,-0.747205568,-0.741410926,-0.430448574,-0.365476876,0.934329938,0.867761336,1.183656258,1.163434235,H,N,N,0None,M,2.431861467,-1.196197491,1,1811,4.961643836
J,'031,'916,28564,'553,1978,2177,N,0,0,-1.24492734,-1.247569615,0.782962067,0.846123177,-0.754236998,-0.493205424,0.685606888,0.838286063,H,Y,N,0None,M,1.791593122,-1.963852154,1,2178,5.967123288
F,'065,'875,28561,'577,1978,5825,Y,0,0,-1.255247683,-1.258116452,0.770594666,0.83509935,-0.81454296,-0.575540172,-0.808541222,-0.795806263,H,N,N,0None,M,2.927864038,-0.601511389,1,5826,15.96164384
F,'065,'F18,30031,'577,1982,2887,N,0,0,-0.426805967,-0.418130277,-0.528825624,-0.477332212,-0.412503213,-0.097846714,-0.808541222,-0.795806263,H,Y,N,0None,M,2.417100472,-1.2138953,1,2888,7.912328767
I,'091,'F10,30016,'584,1982,2749,N,1,0,-0.560501257,-0.552787045,-0.574079067,-0.529607402,0.210658394,0.427760282,0.685606888,0.838286063,H,N,N,0None,M,2.384796882,-1.252625938,0,2750,7.534246575
I,'091,'892,28573,'585,1978,2230,Y,0,0,-1.302627413,-1.306563063,0.83749106,0.894450645,-0.73413501,-0.466755732,-0.310491852,-0.07270889,H,N,N,0None,M,2.874290254,-0.665744089,1,2231,6.112328767
I,'091,'G44,30384,'585,1983,1832,N,1,0,-0.303900122,-0.294642969,-0.013048805,0.083969442,0.592596153,0.67626717,0.685606888,0.838286063,H,N,N,0None,M,2.433507903,-1.194223484,0,1833,5.021917808
I,'091,'951,28558,'587,1978,1824,Y,1,0,-1.241643593,-1.244214244,0.773405439,0.837606824,-0.774338985,-0.520140458,-1.306590592,-2.031949388,H,N,N,0None,M,2.989404715,-0.527726721,0,1825,5
L,'RB,'A66,28926,'606,1979,6883,N,1,0,-1.324675405,-1.329122698,2.926176367,2.471014695,-0.995460845,-0.854508632,-0.808541222,-0.795806263,H,N,N,0None,M,1.512927669,-2.297960245,0,6884,18.86027397
L,'RB,'A88,29290,'606,1980,2192,N,1,1,0.239794076,0.248183059,-1.273118275,-1.412242255,-0.834644947,-0.604044333,-0.310491852,-0.07270889,H,Y,Y,0None,M,3.54348826,0.136596013,0,2193,6.008219178
L,'RB,'C83,29676,'668,1981,2444,N,1,1,-0.516405273,-0.508335954,0.32705471,0.423402018,-0.533115137,-0.225572296,-0.310491852,-0.07270889,H,Y,Y,0None,M,3.1777393,-0.30192152,0,2445,6.698630137
L,'RB,'E93,30015,'668,1982,5575,N,1,1,-0.563315902,-0.555625629,-0.574079067,-0.529607402,-0.573319112,-0.270742573,-0.310491852,-0.07270889,H,N,Y,0None,M,3.308500536,-0.145144328,0,5576,15.27671233
L,'RB,'B21,29299,'709,1980,4638,Y,1,0,0.279668108,0.287774496,-1.267777807,-1.404896371,-0.834644947,-0.604044333,0.685606888,0.838286063,H,N,N,0None,M,3.451391422,0.0261758,0,4639,12.70958904
L,'RB,'A85,29296,'710,1980,5057,Y,0,0,0.242608704,0.250978714,-1.295885535,-1.443676218,-0.834644947,-0.604044333,-1.306590592,-2.031949388,H,N,N,0None,M,3.647901594,0.261783183,1,5058,13.85753425
L,'RB,'C78,29659,'710,1981,5824,N,1,0,-0.477469444,-0.469117677,0.895955136,0.945770073,-0.593421099,-0.293859873,-0.310491852,-0.07270889,H,N,N,0None,M,2.078041834,-1.620412265,0,5825,15.95890411
L,'RB,'F00,30021,'710,1982,7607,N,1,0,-0.534231314,-0.52630104,-0.582511385,-0.53940665,-0.553217124,-0.247983696,-0.310491852,-0.07270889,H,N,N,0None,M,2.320823304,-1.329327552,0,7608,20.84383562
L,'RB,'L62,31838,'710,1987,1827,N,0,0,0.249176198,0.257501361,1.527254718,1.469789603,0.39157628,0.550727616,-0.808541222,-0.795806263,H,N,N,0None,M,2.403833825,-1.229801448,1,1828,5.008219178
J,'031,'652,27463,'7H,1975,1985,N,1,0,-1.655864451,-1.66916302,0.113717051,0.213097167,-1.216582706,-1.288225922,1.183656258,1.163434235,H,N,N,0None,M,1.658857649,-2.122996371,0,1986,5.44109589
I,'091,'D84,30012,'808,1982,3112,N,1,0,-0.587240318,-0.579759688,-0.585322158,-0.542677186,0.190556407,0.413439015,0.187557518,0.440336861,H,Y,N,0None,M,2.426268951,-1.202902681,0,3113,8.528767123
F,'065,'72H,35513,'82A,1997,2436,Y,1,0,1.501220895,1.486495539,-1.492920712,-1.723985215,2.261061101,1.438100462,0.187557518,0.440336861,H,N,N,0None,M,4.501960406,1.285763573,0,2437,6.676712329
F,'065,'C27,29675,'874,1981,1821,Y,1,0,-0.534700416,-0.526773884,0.32705471,0.423402018,-0.472809175,-0.160320746,-1.306590592,-2.031949388,H,N,N,0None,M,3.28721847,-0.170660625,0,1822,4.991780822
J,'031,'651,27463,'9H,1975,3310,N,0,0,-1.655864451,-1.66916302,0.113717051,0.213097167,-1.216582706,-1.288225922,-1.306590592,-2.031949388,H,N,N,0None,M,1.908857649,-1.823256946,1,3311,9.071232877
J,'031,'753,27826,'9H,1976,5083,N,0,0,-0.894035829,-0.890225893,-0.755654993,-0.744824437,-1.075868795,-0.997833917,-1.306590592,-2.031949388,H,Y,N,0None,M,2.2532071,-1.41039652,1,5084,13.92876712
L,'RB,'E91,30027,'A57,1982,3652,Y,0,0,-0.504677608,-0.496520145,-0.527982392,-0.476363125,-0.533115137,-0.225572296,-0.808541222,-0.795806263,H,N,N,0None,M,3.372761155,-0.068098565,1,3653,10.00821918
L,'RB,'H83,30764,'A57,1984,2551,N,1,0,-1.021632743,-1.019889244,0.008031991,0.105667195,-0.110973403,0.179945058,-1.306590592,-2.031949388,H,Y,N,0None,M,2.314068112,-1.337426741,0,2552,6.991780822
L,'RB,'K34,31479,'A57,1986,2151,N,0,0,-0.144873093,-0.135291258,-0.000400327,0.096998987,0.069944483,0.324447031,-1.306590592,-2.031949388,H,Y,N,0None,M,2.549351503,-1.055331907,1,2152,5.895890411
J,'031,'245,25287,'A6,1969,2752,Y,1,0,-0.613510278,-0.606272563,0.086171477,0.185310585,-1.538214503,-2.305709271,0.685606888,0.838286063,H,N,N,0None,M,2.871228378,-0.66941515,0,2753,7.542465753
J,'031,'488,26366,'A6,1972,3057,N,1,0,-0.170204832,-0.160642516,-1.103909749,-1.184409009,-1.457806554,-1.978152795,0.685606888,0.838286063,H,N,N,0None,M,2.185250464,-1.491873652,0,3058,8.378082192
J,'031,'557,26737,'A6,1973,2399,N,1,0,-0.279037485,-0.269697811,-0.277823608,-0.196581153,-1.276888668,-1.432727895,1.183656258,1.163434235,H,N,N,0None,M,2.014178873,-1.696981254,0,2400,6.575342466
J,'031,'650,27483,'A6,1975,8790,N,1,0,-1.540933406,-1.550911923,0.076895926,0.17592026,-1.216582706,-1.288225922,1.183656258,1.163434235,H,Y,N,0None,M,1.690335424,-2.085255851,0,8791,24.08493151
J,'031,'781,27838,'A6,1976,1930,N,1,0,-0.938131829,-0.93500001,-0.78291949,-0.777925882,-1.075868795,-0.997833917,1.183656258,1.163434235,H,Y,N,0None,M,1.998025132,-1.716348906,0,1931,5.290410959
I,'091,'442,26000,'AA,1971,2349,N,1,0,-0.729848628,-0.723847079,-0.935825533,-0.967588151,-1.437704567,-1.906532826,0.685606888,0.838286063,H,N,N,0None,M,2.038345245,-1.668006795,0,2350,6.438356164
I,'091,'G18,30404,'B59,1983,3125,Y,1,0,-0.445570228,-0.437008766,-0.048464543,0.047311536,0.632800128,0.700136284,0.685606888,0.838286063,H,N,N,0None,M,3.417176313,-0.014846669,0,3126,8.564383562
F,'065,'57D,34773,'B75,1995,5952,N,1,0,0.377711316,0.384996722,-0.768865625,-0.760836891,1.095145836,0.949904061,0.187557518,0.440336861,H,N,N,0None,M,2.872332873,-0.668090907,0,5953,16.30958904
F,'065,'N08,31859,'C26,1987,2514,N,0,0,0.313912867,0.321752861,0.979154012,1.017936687,0.110148457,0.354714457,-0.808541222,-0.795806263,H,N,N,0None,M,2.44635109,-1.178825045,1,2515,6.890410959
L,'RB,'J21,31125,'D16,1985,8010,Y,1,0,-0.541737012,-0.533867114,-0.470642626,-0.410886584,-0.21148334,0.093060638,-0.808541222,-0.795806263,H,N,N,0None,M,3.42710919,-0.00293757,0,8011,21.94794521
L,'RB,'I80,31124,'E95,1985,2555,Y,0,0,-0.541737012,-0.533867114,-0.473453399,-0.414077017,-0.21148334,0.093060638,-0.808541222,-0.795806263,H,Y,N,0None,M,3.42757742,-0.002376181,1,2556,7.002739726
F,'065,'415,26004,'FB,1971,4584,N,1,0,-0.753303943,-0.747583386,-0.943695697,-0.977540485,-0.915052896,-0.723941,-0.310491852,-0.07270889,H,N,N,0None,M,2.251601172,-1.412321959,0,4585,12.56164384
F,'065,'767,27830,'FB,1976,5080,N,0,0,-0.906701698,-0.903082652,-0.772800707,-0.765616133,-0.673829048,-0.390151316,-0.808541222,-0.795806263,H,N,N,0None,M,2.293360389,-1.362254425,1,5081,13.92054795
